latitude,longitude,label
-31.931975141791053,-64.162698861194016,67
-26.279250749999999,-54.88745423124999,16
-25.305270119642852,-65.378559810714293,56
-37.028685800000012,-61.981855375000009,36
-49.08247894545454,-69.051955659090908,22
-32.642848074074074,-60.658780320987653,80
3.62409898125,-73.419054456249995,32
-28.110433734999997,-59.450061980000001,20
-36.89712718214286,-57.035236878571439,28
36.653739931250001,10.465856824999998,16
-40.070482441025646,-68.325032346153847,39
-32.914233476363641,-68.824307687272722,55
20.589526697647056,-98.76872714588238,85
33.222319861111117,-113.758216,18
-34.599225454727303,-58.536005772181788,551
