latitude,longitude,label
-26.782979899999997,-65.435757314285709,5
-24.982910199999999,-65.582901000000007,1
-28.554914499999999,-66.817314100000004,1
-22.844390139999998,-64.025075579999992,5
-24.425023933333335,-65.012040466666662,3
-25.115904199999999,-64.130033499999996,1
-24.012224475,-65.038852875000003,4
-26.915224145454548,-65.169825590909099,13
-25.57017175,-64.972924974999998,4
-24.794499875,-65.413997649999999,4
-22.908707,-68.199715999999995,1
-17.620259750000002,-64.577910799999998,2
-27.806503620000001,-64.18030936000001,5
-14.916460400000002,-73.835715700000009,2
-28.574760120000001,-65.391520199999988,5
