latitude,longitude,label
-28.574682200000002,-58.709125499999999,1
-28.6760378,-62.549245800000001,2
-30.757274599999999,-57.991619100000001,1
-26.836091449999998,-61.019944600000002,2
-29.752625850000001,-57.5677454,2
-27.473244650000002,-58.879858049999996,2
-27.458950850000001,-58.992189499999995,2
-27.315915100000002,-58.567954200000003,1
-24.704500199999998,-60.600578300000002,1
-29.4354814,-59.480003366666665,3
-29.184581999999999,-58.073571899999997,1
-26.786174200000001,-60.425044100000001,1
-26.185200999999999,-58.175369699999997,1
