latitude,longitude,label
-48.527631799999995,-66.807464600000003,2
-46.528421249999994,-71.273992700000008,2
-46.538589000000002,-68.944153,1
-49.835853950000001,-72.578416400000009,2
-51.535552799999998,-72.3356371,1
-45.126087099999999,-66.537188099999995,1
-48.762381399999995,-69.720892149999997,2
-53.781217249999997,-67.704562049999993,2
-51.029552500000001,-70.781349199999994,1
-46.436838600000002,-67.522031949999999,2
-45.849331533333327,-67.504327733333341,3
-54.801912100000003,-68.302951100000001,1
-51.623048500000003,-69.216829099999998,1
-53.867111700000002,-69.297213999999997,1
