latitude,longitude,label
-43.10112886666667,-65.152066566666676,3
-42.488372150000004,-64.010290550000008,2
-38.946919600000001,-69.2245226,1
-39.282012000000002,-72.230779999999996,1
-39.068667699999999,-70.49392435,2
-38.957666449999998,-68.024320799999998,10
-38.801709499999994,-68.124366733333332,3
-37.3826672,-69.594743149999999,2
-37.82632065,-67.772529599999999,2
-39.063547150000005,-67.331485749999999,2
-42.714652450000003,-71.384755600000005,2
-40.820650474999994,-71.520768674999999,4
-40.42325975,-64.712795249999999,2
-42.672376000000007,-68.821442599999997,3
