latitude,longitude,label
-35.496420733333331,-62.905614033333336,3
-35.769687799999993,-61.1184273,3
-40.810748750000002,-62.993404949999999,2
-36.857856733333335,-61.576461766666661,3
-36.872352599999999,-60.095213566666665,3
-38.894908899999997,-63.135452299999997,1
-35.339725000000001,-61.712383150000001,2
-38.604820250000003,-60.322395350000001,2
-35.654593500000004,-63.760252000000001,2
-35.030171699999997,-63.8379008,3
-37.441406619999995,-59.857365259999995,5
-36.615683750000002,-64.291885400000012,2
-37.8956594,-65.095779199999996,1
-38.726119050000001,-62.266810400000004,4
