latitude,longitude,label
-34.616976660156247,-58.394269913281235,128
-34.810898134999995,-58.441659115000007,40
-34.638932559523809,-58.594207840476187,43
-35.057928371428574,-60.238424014285719,7
-34.641541374074073,-58.76318857777779,27
-34.451427022222212,-58.57800640833333,34
-35.010821960000008,-57.993516193333342,15
-34.55240695714285,-58.490025734285723,71
-34.232635514285718,-59.470472614285718,7
-34.441443986486483,-58.752728854054048,38
-34.766574545161291,-58.259565961290328,31
-34.641380872727275,-58.49923658701298,77
-32.700984699999999,-58.363925783333336,6
-34.380668780952384,-58.988455219047616,20
-35.163873371428572,-59.050439285714283,7
