latitude,longitude,label
-38.554496800000003,-58.739608799999999,1
-38.265380899999997,-57.851261100000002,1
-37.742462799999998,-57.430460199999999,1
-34.855492600000005,-56.015261199999998,2
-37.13179015,-56.886065499999994,4
-37.317810100000003,-59.150390600000001,1
-36.683096460000002,-56.685748279999999,5
-36.46579706666666,-56.706492966666666,3
-37.846406700000003,-58.255458400000002,1
-34.883611100000003,-56.181944399999999,1
-37.951442699999994,-57.561639166666659,3
-36.710056299999998,-57.586437199999999,1
-37.309107433333331,-57.011049899999996,3
-34.966666699999998,-54.950000000000003,1
